cable_id,cable_name,lp_id,landing_point,country,landing_lat,landing_lon,capacity_mw,cable_type,install_year
connected-coast,Connected Coast,shawl-bay-bc-canada,"Shawl Bay, BC, Canada",Canada,,,,fiber_or_unknown,2024.0
connected-coast,Connected Coast,shearwater-bc-canada,"Shearwater, BC, Canada",Canada,,,,fiber_or_unknown,2024.0
connected-coast,Connected Coast,smith-island-bc-canada,"Smith Island, BC, Canada",Canada,,,,fiber_or_unknown,2024.0
connected-coast,Connected Coast,snaw-naw-as-bc-canada,"Snaw-naw-as, BC, Canada",Canada,,,,fiber_or_unknown,2024.0
connected-coast,Connected Coast,squirrel-cove-bc-canada,"Squirrel Cove, BC, Canada",Canada,,,,fiber_or_unknown,2024.0
connected-coast,Connected Coast,stories-beach-bc-canada,"Stories Beach, BC, Canada",Canada,,,,fiber_or_unknown,2024.0
connected-coast,Connected Coast,surge-narrows-bc-canada,"Surge Narrows, BC, Canada",Canada,,,,fiber_or_unknown,2024.0
connected-coast,Connected Coast,tahsis-bc-canada,"Tahsis, BC, Canada",Canada,,,,fiber_or_unknown,2024.0
connected-coast,Connected Coast,telegraph-cove-bc-canada,"Telegraph Cove, BC, Canada",Canada,,,,fiber_or_unknown,2024.0
connected-coast,Connected Coast,tlell-bc-canada,"Tlell, BC, Canada",Canada,,,,fiber_or_unknown,2024.0
connected-coast,Connected Coast,tofino-bc-canada,"Tofino, BC, Canada",Canada,,,,fiber_or_unknown,2024.0
connected-coast,Connected Coast,tom-island-bc-canada,"Tom Island, BC, Canada",Canada,,,,fiber_or_unknown,2024.0
connected-coast,Connected Coast,toquaht-bay-bc-canada,"Toquaht Bay, BC, Canada",Canada,,,,fiber_or_unknown,2024.0
connected-coast,Connected Coast,uchucklesaht-bc-canada,"Uchucklesaht, BC, Canada",Canada,,,,fiber_or_unknown,2024.0
connected-coast,Connected Coast,ucluelet-bc-canada,"Ucluelet, BC, Canada",Canada,,,,fiber_or_unknown,2024.0
connected-coast,Connected Coast,van-anda-bc-canada,"Van Anda, BC, Canada",Canada,,,,fiber_or_unknown,2024.0
connected-coast,Connected Coast,vancouver-bc-canada,"Vancouver, BC, Canada",Canada,,,,fiber_or_unknown,2024.0
connected-coast,Connected Coast,whaletown-bc-canada,"Whaletown, BC, Canada",Canada,,,,fiber_or_unknown,2024.0
connected-coast,Connected Coast,williams-beach-bc-canada,"Williams Beach, BC, Canada",Canada,,,,fiber_or_unknown,2024.0
connected-coast,Connected Coast,winter-harbour-bc-canada,"Winter Harbour, BC, Canada",Canada,,,,fiber_or_unknown,2024.0
connected-coast,Connected Coast,wuikinuxv-bc-canada,"Wuikinuxv, BC, Canada",Canada,,,,fiber_or_unknown,2024.0
connected-coast,Connected Coast,yuquot-bc-canada,"Yuquot, BC, Canada",Canada,,,,fiber_or_unknown,2024.0
connected-coast,Connected Coast,zeballos-bc-canada,"Zeballos, BC, Canada",Canada,,,,fiber_or_unknown,2024.0
continente-madeira,Continente-Madeira,carcavelos-portugal,"Carcavelos, Portugal",Portugal,,,,fiber_or_unknown,2000.0
continente-madeira,Continente-Madeira,funchal-portugal,"Funchal, Portugal",Portugal,,,,fiber_or_unknown,2000.0
converge-domestic-submarine-cable-network-cdscn,Converge Domestic Submarine Cable Network (CDSCN),baclayon-philippines,"Baclayon, Philippines",Philippines,,,,fiber_or_unknown,2021.0
converge-domestic-submarine-cable-network-cdscn,Converge Domestic Submarine Cable Network (CDSCN),bacong-philippines,"Bacong, Philippines",Philippines,,,,fiber_or_unknown,2021.0
converge-domestic-submarine-cable-network-cdscn,Converge Domestic Submarine Cable Network (CDSCN),bogo-philippines,"Bogo, Philippines",Philippines,,,,fiber_or_unknown,2021.0
converge-domestic-submarine-cable-network-cdscn,Converge Domestic Submarine Cable Network (CDSCN),boracay-philippines,"Boracay, Philippines",Philippines,,,,fiber_or_unknown,2021.0
converge-domestic-submarine-cable-network-cdscn,Converge Domestic Submarine Cable Network (CDSCN),buenavista-philippines,"Buenavista, Philippines",Philippines,,,,fiber_or_unknown,2021.0
converge-domestic-submarine-cable-network-cdscn,Converge Domestic Submarine Cable Network (CDSCN),cagayan-de-oro-philippines,"Cagayan de Oro, Philippines",Philippines,,,,fiber_or_unknown,2021.0
converge-domestic-submarine-cable-network-cdscn,Converge Domestic Submarine Cable Network (CDSCN),coron-philippines,"Coron, Philippines",Philippines,,,,fiber_or_unknown,2021.0
converge-domestic-submarine-cable-network-cdscn,Converge Domestic Submarine Cable Network (CDSCN),leganes-philippines,"Leganes, Philippines",Philippines,,,,fiber_or_unknown,2021.0
converge-domestic-submarine-cable-network-cdscn,Converge Domestic Submarine Cable Network (CDSCN),masbate-city-philippines,"Masbate City, Philippines",Philippines,,,,fiber_or_unknown,2021.0
converge-domestic-submarine-cable-network-cdscn,Converge Domestic Submarine Cable Network (CDSCN),milagros-philippines,"Milagros, Philippines",Philippines,,,,fiber_or_unknown,2021.0
converge-domestic-submarine-cable-network-cdscn,Converge Domestic Submarine Cable Network (CDSCN),naga-philippines,"Naga, Philippines",Philippines,,,,fiber_or_unknown,2021.0
converge-domestic-submarine-cable-network-cdscn,Converge Domestic Submarine Cable Network (CDSCN),ormoc-philippines,"Ormoc, Philippines",Philippines,,,,fiber_or_unknown,2021.0
converge-domestic-submarine-cable-network-cdscn,Converge Domestic Submarine Cable Network (CDSCN),pasacao-philippines,"Pasacao, Philippines",Philippines,,,,fiber_or_unknown,2021.0
converge-domestic-submarine-cable-network-cdscn,Converge Domestic Submarine Cable Network (CDSCN),roxas-city-philippines,"Roxas City, Philippines",Philippines,,,,fiber_or_unknown,2021.0
converge-domestic-submarine-cable-network-cdscn,Converge Domestic Submarine Cable Network (CDSCN),roxas-philippines,"Roxas, Philippines",Philippines,,,,fiber_or_unknown,2021.0
converge-domestic-submarine-cable-network-cdscn,Converge Domestic Submarine Cable Network (CDSCN),san-carlos-philippines,"San Carlos, Philippines",Philippines,,,,fiber_or_unknown,2021.0
converge-domestic-submarine-cable-network-cdscn,Converge Domestic Submarine Cable Network (CDSCN),san-juan-philippines,"San Juan, Philippines",Philippines,,,,fiber_or_unknown,2021.0
converge-domestic-submarine-cable-network-cdscn,Converge Domestic Submarine Cable Network (CDSCN),san-remigio-philippines,"San Remigio, Philippines",Philippines,,,,fiber_or_unknown,2021.0
converge-domestic-submarine-cable-network-cdscn,Converge Domestic Submarine Cable Network (CDSCN),tagbilaran-philippines,"Tagbilaran, Philippines",Philippines,,,,fiber_or_unknown,2021.0
converge-domestic-submarine-cable-network-cdscn,Converge Domestic Submarine Cable Network (CDSCN),talisay-city-philippines,"Talisay City, Philippines",Philippines,,,,fiber_or_unknown,2021.0
converge-domestic-submarine-cable-network-cdscn,Converge Domestic Submarine Cable Network (CDSCN),taytay-philippines,"Taytay, Philippines",Philippines,,,,fiber_or_unknown,2021.0
converge-domestic-submarine-cable-network-cdscn,Converge Domestic Submarine Cable Network (CDSCN),toledo-philippines,"Toledo, Philippines",Philippines,,,,fiber_or_unknown,2021.0
cook-strait,Cook Strait,fighting-bay-new-zealand,"Fighting Bay, New Zealand",New Zealand,,,,fiber_or_unknown,2020.0
cook-strait,Cook Strait,oteranga-bay-new-zealand,"Oteranga Bay, New Zealand",New Zealand,,,,fiber_or_unknown,2020.0
coral-bridge,Coral Bridge,taba-egypt,"Taba, Egypt",Egypt,,,,fiber_or_unknown,2025.0
coral-bridge,Coral Bridge,aqaba-jordan,"Aqaba, Jordan",Jordan,,,,fiber_or_unknown,2025.0
coral-sea-cable-system-cs,Coral Sea Cable System (CS²),sydney-nsw-australia,"Sydney, NSW, Australia",Australia,,,,fiber_or_unknown,2020.0
coral-sea-cable-system-cs,Coral Sea Cable System (CS²),port-moresby-papua-new-guinea,"Port Moresby, Papua New Guinea",Papua New Guinea,,,,fiber_or_unknown,2020.0
coral-sea-cable-system-cs,Coral Sea Cable System (CS²),auki-solomon-islands,"Auki, Solomon Islands",Solomon Islands,,,,fiber_or_unknown,2020.0
coral-sea-cable-system-cs,Coral Sea Cable System (CS²),honiara-solomon-islands,"Honiara, Solomon Islands",Solomon Islands,,,,fiber_or_unknown,2020.0
coral-sea-cable-system-cs,Coral Sea Cable System (CS²),noro-solomon-islands,"Noro, Solomon Islands",Solomon Islands,,,,fiber_or_unknown,2020.0
coral-sea-cable-system-cs,Coral Sea Cable System (CS²),taro-solomon-islands,"Taro, Solomon Islands",Solomon Islands,,,,fiber_or_unknown,2020.0
corse-continent-4-cc4,Corse-Continent 4 (CC4),cannes-france,"Cannes, France",France,,,,fiber_or_unknown,1992.0
corse-continent-4-cc4,Corse-Continent 4 (CC4),lle-rousse-france,"L’Île-Rousse, France",France,,,,fiber_or_unknown,1992.0
corse-continent-5-cc5,Corse-Continent 5 (CC5),ajaccio-france,"Ajaccio, France",France,,,,fiber_or_unknown,1995.0
corse-continent-5-cc5,Corse-Continent 5 (CC5),la-seyne-france,"La Seyne, France",France,,,,fiber_or_unknown,1995.0
cowes-fawley-2,Cowes-Fawley 2,gurnard-united-kingdom,"Gurnard, United Kingdom",United Kingdom,,,,fiber_or_unknown,2018.0
cowes-fawley-2,Cowes-Fawley 2,lepe-united-kingdom,"Lepe, United Kingdom",United Kingdom,,,,fiber_or_unknown,2018.0
cross-sound-cable,Cross Sound Cable,new-haven-ct-united-states,"New Haven, CT, United States",United States,,,,fiber_or_unknown,2003.0
cross-sound-cable,Cross Sound Cable,shoreham-ny-united-states,"Shoreham, NY, United States",United States,,,,fiber_or_unknown,2003.0
cross-straits-cable-network-cscn,Cross-Straits Cable Network (CSCN),dadeng-island-china,"Dadeng Island, China",China,,,,fiber_or_unknown,2012.0
cross-straits-cable-network-cscn,Cross-Straits Cable Network (CSCN),guanyin-mountain-china,"Guanyin Mountain, China",China,,,,fiber_or_unknown,2012.0
cross-straits-cable-network-cscn,Cross-Straits Cable Network (CSCN),guningtou-taiwan,"Guningtou, Taiwan",Taiwan,,,,fiber_or_unknown,2012.0
cross-straits-cable-network-cscn,Cross-Straits Cable Network (CSCN),lake-ci-taiwan,"Lake Ci, Taiwan",Taiwan,,,,fiber_or_unknown,2012.0
crosschannel-fibre,CrossChannel Fibre,veules-les-roses-france,"Veules-les-Roses, France",France,,,,fiber_or_unknown,2021.0
crosschannel-fibre,CrossChannel Fibre,brighton-united-kingdom,"Brighton, United Kingdom",United Kingdom,,,,fiber_or_unknown,2021.0
crosslake-fibre,Crosslake Fibre,toronto-on-canada,"Toronto, ON, Canada",Canada,,,,fiber_or_unknown,2019.0
crosslake-fibre,Crosslake Fibre,buffalo-ny-united-states,"Buffalo, NY, United States",United States,,,,fiber_or_unknown,2019.0
curie,Curie,valparaso-chile,"Valparaíso, Chile",Chile,,,,fiber_or_unknown,2020.0
curie,Curie,balboa-panama,"Balboa, Panama",Panama,,,,fiber_or_unknown,2020.0
curie,Curie,el-segundo-ca-united-states,"El Segundo, CA, United States",United States,,,,fiber_or_unknown,2020.0
cyclades-a,Cyclades A,ermoupoli-greece,"Ermoupoli, Greece",Greece,,,,fiber_or_unknown,2018.0
cyclades-a,Cyclades A,lavrio-greece,"Lavrio, Greece",Greece,,,,fiber_or_unknown,2018.0
cyclades-a,Cyclades A,marlas-greece,"Marlas, Greece",Greece,,,,fiber_or_unknown,2018.0
cyclades-a,Cyclades A,mykonos-greece,"Mykonos, Greece",Greece,,,,fiber_or_unknown,2018.0
cyclades-a,Cyclades A,naousa-greece,"Naousa, Greece",Greece,,,,fiber_or_unknown,2018.0
cyclades-b,Cyclades B,mykonos-greece,"Mykonos, Greece",Greece,,,,fiber_or_unknown,2020.0
cyclades-b,Cyclades B,naousa-greece,"Naousa, Greece",Greece,,,,fiber_or_unknown,2020.0
cyclades-b,Cyclades B,naxos-greece,"Naxos, Greece",Greece,,,,fiber_or_unknown,2020.0
daito-loop,Daito Loop,kitadaito-japan,"Kitadaito, Japan",Japan,,,,fiber_or_unknown,2025.0
daito-loop,Daito Loop,minamidaito-japan,"Minamidaito, Japan",Japan,,,,fiber_or_unknown,2025.0
dalian-yantai-cable,Dalian-Yantai Cable,dalian-china,"Dalian, China",China,,,,fiber_or_unknown,1998.0
dalian-yantai-cable,Dalian-Yantai Cable,yantai-china,"Yantai, China",China,,,,fiber_or_unknown,1998.0
damai-cable-system,DAMAI Cable System,dumai-indonesia,"Dumai, Indonesia",Indonesia,,,,fiber_or_unknown,2019.0
damai-cable-system,DAMAI Cable System,medan-indonesia,"Medan, Indonesia",Indonesia,,,,fiber_or_unknown,2019.0
damai-cable-system,DAMAI Cable System,panipahan-indonesia,"Panipahan, Indonesia",Indonesia,,,,fiber_or_unknown,2019.0
danica-north,Danica North,tuborg-denmark,"Tuborg, Denmark",Denmark,,,,fiber_or_unknown,1998.0
danica-north,Danica North,barsebck-sweden,"Barsebäck, Sweden",Sweden,,,,fiber_or_unknown,1998.0
danice,DANICE,blaabjerg-denmark,"Blaabjerg, Denmark",Denmark,,,,fiber_or_unknown,2009.0
danice,DANICE,landeyjar-iceland,"Landeyjar, Iceland",Iceland,,,,fiber_or_unknown,2009.0
daraja,Daraja,nyali-kenya,"Nyali, Kenya",Kenya,,,,fiber_or_unknown,2026.0
daraja,Daraja,salalah-oman,"Salalah, Oman",Oman,,,,fiber_or_unknown,2026.0
darwin-jakarta-singapore-cable-djsc,Darwin-Jakarta-Singapore Cable (DJSC),port-hedland-wa-australia,"Port Hedland, WA, Australia",Australia,,,,fiber_or_unknown,2023.0
deep-blue-one,Deep Blue One,cayenne-french-guiana,"Cayenne, French Guiana",French Guiana,,,,fiber_or_unknown,2024.0
deep-blue-one,Deep Blue One,georgetown-guyana,"Georgetown, Guyana",Guyana,,,,fiber_or_unknown,2024.0
deep-blue-one,Deep Blue One,paramaribo-suriname,"Paramaribo, Suriname",Suriname,,,,fiber_or_unknown,2024.0
deep-blue-one,Deep Blue One,chaguaramas-trinidad-and-tobago,"Chaguaramas, Trinidad and Tobago",Trinidad and Tobago,,,,fiber_or_unknown,2024.0
deep-blue-one,Deep Blue One,rockly-bay-trinidad-and-tobago,"Rockly Bay, Trinidad and Tobago",Trinidad and Tobago,,,,fiber_or_unknown,2024.0
denmark-sweden-17,Denmark-Sweden 17,alsgarde-denmark,"Alsgarde, Denmark",Denmark,,,,fiber_or_unknown,1994.0
denmark-sweden-17,Denmark-Sweden 17,kristinelund-sweden,"Kristinelund, Sweden",Sweden,,,,fiber_or_unknown,1994.0
denmark-sweden-18,Denmark-Sweden 18,helsingr-denmark,"Helsingør, Denmark",Denmark,,,,fiber_or_unknown,1996.0
denmark-sweden-18,Denmark-Sweden 18,helsingborg-sweden,"Helsingborg, Sweden",Sweden,,,,fiber_or_unknown,1996.0
denpasar-waingapu-cable-systems,Denpasar-Waingapu Cable Systems,lombok-indonesia,"Lombok, Indonesia",Indonesia,,,,fiber_or_unknown,2019.0
denpasar-waingapu-cable-systems,Denpasar-Waingapu Cable Systems,padang-galak-indonesia,"Padang Galak, Indonesia",Indonesia,,,,fiber_or_unknown,2019.0
denpasar-waingapu-cable-systems,Denpasar-Waingapu Cable Systems,sumbawa-besar-indonesia,"Sumbawa Besar, Indonesia",Indonesia,,,,fiber_or_unknown,2019.0
denpasar-waingapu-cable-systems,Denpasar-Waingapu Cable Systems,waingapu-indonesia,"Waingapu, Indonesia",Indonesia,,,,fiber_or_unknown,2019.0
dhiraagu-cable-network,Dhiraagu Cable Network,dhangethi-maldives,"Dhangethi, Maldives",Maldives,,,,fiber_or_unknown,2012.0
dhiraagu-cable-network,Dhiraagu Cable Network,eydhafushi-maldives,"Eydhafushi, Maldives",Maldives,,,,fiber_or_unknown,2012.0
dhiraagu-cable-network,Dhiraagu Cable Network,fuvahmulah-maldives,"Fuvahmulah, Maldives",Maldives,,,,fiber_or_unknown,2012.0
dhiraagu-cable-network,Dhiraagu Cable Network,gahdhoo-maldives,"Gahdhoo, Maldives",Maldives,,,,fiber_or_unknown,2012.0
dhiraagu-cable-network,Dhiraagu Cable Network,gan-maldives,"Gan, Maldives",Maldives,,,,fiber_or_unknown,2012.0
dhiraagu-cable-network,Dhiraagu Cable Network,hithadhoo-maldives,"Hithadhoo, Maldives",Maldives,,,,fiber_or_unknown,2012.0
dhiraagu-cable-network,Dhiraagu Cable Network,hulhumale-maldives,"Hulhumale, Maldives",Maldives,,,,fiber_or_unknown,2012.0
dhiraagu-cable-network,Dhiraagu Cable Network,kulhudhufushi-maldives,"Kulhudhufushi, Maldives",Maldives,,,,fiber_or_unknown,2012.0
dhiraagu-slt-submarine-cable-network,Dhiraagu-SLT Submarine Cable Network,male-maldives,"Male, Maldives",Maldives,,,,fiber_or_unknown,2007.0
dhiraagu-slt-submarine-cable-network,Dhiraagu-SLT Submarine Cable Network,colombo-sri-lanka,"Colombo, Sri Lanka",Sri Lanka,,,,fiber_or_unknown,2007.0
dhivaru,Dhivaru,flying-fish-cove-christmas-island,"Flying Fish Cove, Christmas Island",Christmas Island,,,,fiber_or_unknown,2028.0
dhivaru,Dhivaru,hithadhoo-maldives,"Hithadhoo, Maldives",Maldives,,,,fiber_or_unknown,2028.0
dhivaru,Dhivaru,muscat-oman,"Muscat, Oman",Oman,,,,fiber_or_unknown,2028.0
didon,Didon,mazara-del-vallo-italy,"Mazara del Vallo, Italy",Italy,,,,fiber_or_unknown,2014.0
didon,Didon,kelibia-tunisia,"Kelibia, Tunisia",Tunisia,,,,fiber_or_unknown,2014.0
djibouti-africa-regional-express-1-dare-1,Djibouti Africa Regional Express 1 (DARE 1),djibouti-city-djibouti,"Djibouti City, Djibouti",Djibouti,,,,fiber_or_unknown,2021.0
djibouti-africa-regional-express-1-dare-1,Djibouti Africa Regional Express 1 (DARE 1),mombasa-kenya,"Mombasa, Kenya",Kenya,,,,fiber_or_unknown,2021.0
djibouti-africa-regional-express-1-dare-1,Djibouti Africa Regional Express 1 (DARE 1),mahajanga-madagascar,"Mahajanga, Madagascar",Madagascar,,,,fiber_or_unknown,2021.0
djibouti-africa-regional-express-1-dare-1,Djibouti Africa Regional Express 1 (DARE 1),toliara-madagascar,"Toliara, Madagascar",Madagascar,,,,fiber_or_unknown,2021.0
djibouti-africa-regional-express-1-dare-1,Djibouti Africa Regional Express 1 (DARE 1),beira-mozambique,"Beira, Mozambique",Mozambique,,,,fiber_or_unknown,2021.0
djibouti-africa-regional-express-1-dare-1,Djibouti Africa Regional Express 1 (DARE 1),maputo-mozambique,"Maputo, Mozambique",Mozambique,,,,fiber_or_unknown,2021.0
djibouti-africa-regional-express-1-dare-1,Djibouti Africa Regional Express 1 (DARE 1),nacala-mozambique,"Nacala, Mozambique",Mozambique,,,,fiber_or_unknown,2021.0
djibouti-africa-regional-express-1-dare-1,Djibouti Africa Regional Express 1 (DARE 1),bosaso-somalia,"Bosaso, Somalia",Somalia,,,,fiber_or_unknown,2021.0
djibouti-africa-regional-express-1-dare-1,Djibouti Africa Regional Express 1 (DARE 1),mogadishu-somalia,"Mogadishu, Somalia",Somalia,,,,fiber_or_unknown,2021.0
djibouti-africa-regional-express-1-dare-1,Djibouti Africa Regional Express 1 (DARE 1),mtunzini-south-africa,"Mtunzini, South Africa",South Africa,,,,fiber_or_unknown,2021.0
djibouti-africa-regional-express-1-dare-1,Djibouti Africa Regional Express 1 (DARE 1),dar-es-salaam-tanzania,"Dar Es Salaam, Tanzania",Tanzania,,,,fiber_or_unknown,2021.0
djibouti-africa-regional-express-1-dare-1,Djibouti Africa Regional Express 1 (DARE 1),mtwara-tanzania,"Mtwara, Tanzania",Tanzania,,,,fiber_or_unknown,2021.0
domestic-submarine-cable-of-maldives-dscom,Domestic Submarine Cable of Maldives (DSCoM),dhangethi-maldives,"Dhangethi, Maldives",Maldives,,,,fiber_or_unknown,2024.0
domestic-submarine-cable-of-maldives-dscom,Domestic Submarine Cable of Maldives (DSCoM),dhuvaafaru-maldives,"Dhuvaafaru, Maldives",Maldives,,,,fiber_or_unknown,2024.0
domestic-submarine-cable-of-maldives-dscom,Domestic Submarine Cable of Maldives (DSCoM),eydhafushi-maldives,"Eydhafushi, Maldives",Maldives,,,,fiber_or_unknown,2024.0
domestic-submarine-cable-of-maldives-dscom,Domestic Submarine Cable of Maldives (DSCoM),hulhumale-maldives,"Hulhumale, Maldives",Maldives,,,,fiber_or_unknown,2024.0
domestic-submarine-cable-of-maldives-dscom,Domestic Submarine Cable of Maldives (DSCoM),kudahuvadhoo-maldives,"Kudahuvadhoo, Maldives",Maldives,,,,fiber_or_unknown,2024.0
domestic-submarine-cable-of-maldives-dscom,Domestic Submarine Cable of Maldives (DSCoM),maafushi-maldives,"Maafushi, Maldives",Maldives,,,,fiber_or_unknown,2024.0
domestic-submarine-cable-of-maldives-dscom,Domestic Submarine Cable of Maldives (DSCoM),maamigili-maldives,"Maamigili, Maldives",Maldives,,,,fiber_or_unknown,2024.0
domestic-submarine-cable-of-maldives-dscom,Domestic Submarine Cable of Maldives (DSCoM),velidhoo-maldives,"Velidhoo, Maldives",Maldives,,,,fiber_or_unknown,2024.0
dos-continentes-l-ll,DOS CONTINENTES l & ll,la-lnea-spain,"La Línea, Spain",Spain,,,,fiber_or_unknown,2020.0
dos-continentes-l-ll,DOS CONTINENTES l & ll,playa-de-benitez-spain,"Playa de Benitez, Spain",Spain,,,,fiber_or_unknown,2020.0
dos-continentes-l-ll,DOS CONTINENTES l & ll,playa-de-la-ribera-spain,"Playa de la Ribera, Spain",Spain,,,,fiber_or_unknown,2020.0
dos-continentes-l-ll,DOS CONTINENTES l & ll,tarifa-spain,"Tarifa, Spain",Spain,,,,fiber_or_unknown,2020.0
dumai-melaka-cable-system-dmcs,Dumai-Melaka Cable System (DMCS),dumai-indonesia,"Dumai, Indonesia",Indonesia,,,,fiber_or_unknown,2005.0
dumai-melaka-cable-system-dmcs,Dumai-Melaka Cable System (DMCS),melaka-malaysia,"Melaka, Malaysia",Malaysia,,,,fiber_or_unknown,2005.0
dunant,Dunant,saint-hilaire-de-riez-france,"Saint-Hilaire-de-Riez, France",France,,,,fiber_or_unknown,2021.0
dunant,Dunant,virginia-beach-va-united-states,"Virginia Beach, VA, United States",United States,,,,fiber_or_unknown,2021.0
e-finest,E-FINEST,tallinn-estonia,"Tallinn, Estonia",Estonia,,,,fiber_or_unknown,2019.0
e-finest,E-FINEST,espoo-finland,"Espoo, Finland",Finland,,,,fiber_or_unknown,2019.0
e-llan,E-LLAN,douglas-isle-of-man,"Douglas, Isle of Man",Isle of Man,,,,fiber_or_unknown,2007.0
e-llan,E-LLAN,blackpool-united-kingdom,"Blackpool, United Kingdom",United Kingdom,,,,fiber_or_unknown,2007.0
e2a,E2A,itoshima-japan,"Itoshima, Japan",Japan,,,,fiber_or_unknown,2029.0
e2a,E2A,maruyama-japan,"Maruyama, Japan",Japan,,,,fiber_or_unknown,2029.0
e2a,E2A,tomakomai-japan,"Tomakomai, Japan",Japan,,,,fiber_or_unknown,2029.0
e2a,E2A,busan-south-korea,"Busan, South Korea",South Korea,,,,fiber_or_unknown,2029.0
e2a,E2A,toucheng-taiwan,"Toucheng, Taiwan",Taiwan,,,,fiber_or_unknown,2029.0
e2a,E2A,morro-bay-ca-united-states,"Morro Bay, CA, United States",United States,,,,fiber_or_unknown,2029.0
eac-c2c,EAC-C2C,chung-hom-kok-china,"Chung Hom Kok, China",China,,,,fiber_or_unknown,2002.0
eac-c2c,EAC-C2C,nanhui-china,"Nanhui, China",China,,,,fiber_or_unknown,2002.0
eac-c2c,EAC-C2C,qingdao-china,"Qingdao, China",China,,,,fiber_or_unknown,2002.0
eac-c2c,EAC-C2C,tseung-kwan-o-china,"Tseung Kwan O, China",China,,,,fiber_or_unknown,2002.0
eac-c2c,EAC-C2C,ajigaura-japan,"Ajigaura, Japan",Japan,,,,fiber_or_unknown,2002.0
eac-c2c,EAC-C2C,chikura-japan,"Chikura, Japan",Japan,,,,fiber_or_unknown,2002.0
eac-c2c,EAC-C2C,shima-japan,"Shima, Japan",Japan,,,,fiber_or_unknown,2002.0
eac-c2c,EAC-C2C,batangas-philippines,"Batangas, Philippines",Philippines,,,,fiber_or_unknown,2002.0
eac-c2c,EAC-C2C,cavite-philippines,"Cavite, Philippines",Philippines,,,,fiber_or_unknown,2002.0
eac-c2c,EAC-C2C,changi-north-singapore,"Changi North, Singapore",Singapore,,,,fiber_or_unknown,2002.0
eac-c2c,EAC-C2C,changi-south-singapore,"Changi South, Singapore",Singapore,,,,fiber_or_unknown,2002.0
eac-c2c,EAC-C2C,busan-south-korea,"Busan, South Korea",South Korea,,,,fiber_or_unknown,2002.0
eac-c2c,EAC-C2C,shindu-ri-south-korea,"Shindu-Ri, South Korea",South Korea,,,,fiber_or_unknown,2002.0
eac-c2c,EAC-C2C,fangshan-taiwan,"Fangshan, Taiwan",Taiwan,,,,fiber_or_unknown,2002.0
eac-c2c,EAC-C2C,pa-li-taiwan,"Pa Li, Taiwan",Taiwan,,,,fiber_or_unknown,2002.0
eac-c2c,EAC-C2C,tanshui-taiwan,"Tanshui, Taiwan",Taiwan,,,,fiber_or_unknown,2002.0
eagle,EAGLE,seman-albania,"Seman, Albania",Albania,,,,fiber_or_unknown,2028.0
eagle,EAGLE,sidi-kerir-egypt,"Sidi Kerir, Egypt",Egypt,,,,fiber_or_unknown,2028.0
eagle,EAGLE,lecce-italy,"Lecce, Italy",Italy,,,,fiber_or_unknown,2028.0
east-micronesia-cable-system-emcs,East Micronesia Cable System (EMCS),tarawa-kiribati,"Tarawa, Kiribati",Kiribati,,,,fiber_or_unknown,2026.0
east-micronesia-cable-system-emcs,East Micronesia Cable System (EMCS),kosrae-micronesia,"Kosrae, Micronesia",Micronesia,,,,fiber_or_unknown,2026.0
east-micronesia-cable-system-emcs,East Micronesia Cable System (EMCS),pohnpei-micronesia,"Pohnpei, Micronesia",Micronesia,,,,fiber_or_unknown,2026.0
east-micronesia-cable-system-emcs,East Micronesia Cable System (EMCS),yaren-nauru,"Yaren, Nauru",Nauru,,,,fiber_or_unknown,2026.0
east-west-cable-ewc,East-West Cable (EWC),haina-dominican-republic,"Haina, Dominican Republic",Dominican Republic,,,,fiber_or_unknown,2011.0
east-west-cable-ewc,East-West Cable (EWC),harbour-view-jamaica,"Harbour View, Jamaica",Jamaica,,,,fiber_or_unknown,2011.0
east-west-cable-ewc,East-West Cable (EWC),nanny-cay-virgin-islands-u-k-,"Nanny Cay, Virgin Islands (U.K.)",Virgin Islands (U.K.),,,,fiber_or_unknown,2011.0
east-west-submarine-cable-system,East-West Submarine Cable System,penarik-indonesia,"Penarik, Indonesia",Indonesia,,,,fiber_or_unknown,2004.0
east-west-submarine-cable-system,East-West Submarine Cable System,terempa-indonesia,"Terempa, Indonesia",Indonesia,,,,fiber_or_unknown,2004.0
east-west-submarine-cable-system,East-West Submarine Cable System,kuching-malaysia,"Kuching, Malaysia",Malaysia,,,,fiber_or_unknown,2004.0
east-west-submarine-cable-system,East-West Submarine Cable System,mersing-malaysia,"Mersing, Malaysia",Malaysia,,,,fiber_or_unknown,2004.0
eastern-africa-submarine-system-eassy,Eastern Africa Submarine System (EASSy),moroni-comoros,"Moroni, Comoros",Comoros,,,,fiber_or_unknown,2010.0
eastern-africa-submarine-system-eassy,Eastern Africa Submarine System (EASSy),haramous-djibouti,"Haramous, Djibouti",Djibouti,,,,fiber_or_unknown,2010.0
eastern-africa-submarine-system-eassy,Eastern Africa Submarine System (EASSy),mombasa-kenya,"Mombasa, Kenya",Kenya,,,,fiber_or_unknown,2010.0
eastern-africa-submarine-system-eassy,Eastern Africa Submarine System (EASSy),toliara-madagascar,"Toliara, Madagascar",Madagascar,,,,fiber_or_unknown,2010.0
eastern-africa-submarine-system-eassy,Eastern Africa Submarine System (EASSy),maputo-mozambique,"Maputo, Mozambique",Mozambique,,,,fiber_or_unknown,2010.0
